"business_id","name","address","city","state","postal_code","latitude","longitude","phone_number"
10,"TIRAMISU KITCHEN","033 BELDEN PL","San Francisco","CA","94104","37.791116","-122.403816",""
1000,"HEUNG YUEN RESTAURANT","3279 22ND ST ","San Francisco","CA","94110","37.755282","-122.420493",""
1001,"CAFE VENICE","3325 24TH ST ","San Francisco","CA","94110","37.752183","-122.419128","+14155643385"
10011,"OSHA THAI NOODLE","819 VALENCIA ST.","San Francisco","CA",,"37.759943","-122.421332","+14155319293"
1002,"BIG MOUTH BURGERS","3392 24TH ST ","San Francisco","CA","94110","37.752158","-122.420362",""
1003,"RINCON PERUANO RESTAURANT","3364 26TH ST ","San Francisco","CA","94110","37.749128","-122.417402",
10030,"MARSHALL ELEMENTARY SCHOOL","1575 15TH ST ","San Francisco","CA",,"37.766864","-122.419014",
10046,"MISSION BAY CONVALENCENT HOSPITAL","331 PENNSYLVANIA AV.","San Francisco","CA",,"37.76242","-122.393426","+14155643587"
1005,"CHAVITA'S MEXICAN RESTAURANT","3006 MISSION ST","San Francisco","CA","94110","37.748855","-122.418134","+14155286927"
10065,"TACOS EL PRIMO CATERING TRUCK","2225  JENNINGS ST ","San Francisco","CA",,"37.72623","-122.389335","+14155844975"
1008,"VALENCIA PIZZA & PASTA","801 VALENCIA ST ","San Francisco","CA","94110","37.759944","-122.421356","+14155823494"
10083,"MORNING BREW CAFÉ","401 SANSOME ST","San Francisco","CA","94111","37.794024","-122.401299",""
10099,"ROE RESTAURANT","651 HOWARD STREET","San Francisco","CA","94105","37.785817","-122.399422",""
101,"CABLE CAR CORNER","1099 POWELL ST ","San Francisco","CA","94108","37.794615","-122.409705",""
1010,"CREPEVINE, THE","624 IRVING ST ","San Francisco","CA","94122","37.764137","-122.464672","+14155685858"
10102,"BODEGA BISTRO","607 LARKIN ST","San Francisco","CA","94109","37.783533","-122.417603","+14155921218"
10107,"THE GREEN ROOM","1182 MARKET ST","San Francisco","CA","94102","37.77911","-122.414342",""
10127,"AMICI'S EAST COAST PIZZERIA","216 KING STREET","San Francisco","CA","94107","37.777803","-122.392489",""
10129,"MAN HANG CATERING","2041 18TH AVE ","San Francisco","CA",,,,""
10131,"CYBELLE'S FRONT ROOM","1385 09TH AVE ","San Francisco","CA","94122","37.758941","-122.48591",""
10170,"PIAZA PELLEGRINI","659 COLUMBUS AVE","San Francisco","CA","94133","37.800851","-122.411062",""
1018,"PETES BARBEQUE","2399 MISSION ST ","San Francisco","CA","94110","37.758684","-122.418975","+14155821009"
10184,"ENCORE KARAOKE LOUNGE","1550 CALIFORNIA ST, 2ND FLOOR","San Francisco","CA","94109","37.790734","-122.419887",""
102,"AKIKO'S SUSHI BAR","542A MASON ST ","San Francisco","CA","94102","37.788484","-122.410045",""
1021,"LA SANTANECA DE LA MISSION","2815 MISSION ST","San Francisco","CA","94110","37.751885","-122.418406","+14155282131"
10213,"CREPES A GO GO","1220 POLK ST","San Francisco","CA","94109","37.788087","-122.420094",""
1022,"DAK WIN RESTAURANT","2845 MISSION ST","San Francisco","CA","94110","37.751454","-122.418356","+14155284455"
10226,"NECTOR WINE/LOUNGE","3330 STEINER STREET","San Francisco","CA","94123","37.799955","-122.437677",""
10227,"THE NAPPER TANDY","3200 24TH ST ","San Francisco","CA",,"37.752581","-122.416482",""
10235,"NIJIYA MARKET","1737 POST ST ","San Francisco","CA","94115","37.785457","-122.430317",""
10238,"KING OF THAI NOODLE HOUSE","184 O'FARRELL ST","San Francisco","CA","94102","37.786498","-122.407764",""
1026,"PHUKET THAI RESTAURANT","248 DIVISADERO ST ","San Francisco","CA","94117","37.771117","-122.436976","+14155979594"
1027,"KK CAFE","252 DIVISADERO ST ","San Francisco","CA","94117","37.771487","-122.437047","+14155626188"
10280,"TENDERLOIN ELEMENTARY SCHOOL","627 TURK ST","San Francisco","CA","94102","37.782034","-122.419777",""
10282,"JEWISH COMMUNITY CENTER","3200 CALIFORNIA","San Francisco","CA","94118","37.787311","-122.446839",""
1031,"IL BORGO","500 FELL ST ","San Francisco","CA","94102","37.775538","-122.426264",""
10332,"HARVEST RANCH MARKET","191 08TH ST ","San Francisco","CA","94103","37.776384","-122.411684","+14155620805"
1036,"ALAMO SQUARE","803 FILLMORE ST ","San Francisco","CA","94117","37.776944","-122.431444",""
10362,"CROSSROADS","2130 FULTON ST","San Francisco","CA","94117","37.775117","-122.452065",""
10363,"BRINDISI","485 PINE ST","San Francisco","CA","94104","37.791733","-122.403787",""
10373,"EL TONAYENSE #4","1717 HARRISON ST ","San Francisco","CA",,"37.769426","-122.413446","+14155556127"
10376,"GOOD FRIKIN CHICKEN","10 29TH ST ","San Francisco","CA",,"37.744369","-122.420967",""
10377,"AT&T - FAB FRY BREAD (LOWER CENTER FIELD) [147480]","24 WILLIE MAYS PLAZA","San Francisco","CA","94107",,,""
1038,"GO GETTERS PIZZA","69 GOUGH ST ","San Francisco","CA","94102","37.773342","-122.422283","+14155621401"
104,"INO SUSHI","22 PEACE PLAZA  #510","San Francisco","CA","94115","37.785018","-122.429587","+14155923121"
1040,"CUCO'S RESTAURANT","488 HAIGHT ST ","San Francisco","CA","94117","37.772178","-122.430234","+14155868187"
10413,"KL1 RESTAURANT","4401 BALBOA ST","San Francisco","CA","94121","37.775273","-122.506119",""
1042,"LOVE 'N HAIGHT COFFEE & DELI","553 HAIGHT ST ","San Francisco","CA","94117","37.771964","-122.431336","+14155258190"
1043,"CENTRAL COFFEE TEA & SPICE","1696 HAYES ST ","San Francisco","CA","94117","37.774198","-122.444214",""
10433,"CAFÉ LA TAZA","470 POST ST","San Francisco","CA","94102","37.788128","-122.409705",""
10438,"PIRAAT PIZZA","696 SUTTER ST","San Francisco","CA","94102","37.788858","-122.411754",""
10451,"DOGGY STYLE","998 FOLSOM STREET","San Francisco","CA","94103",,,""
1047,"PORK STORE CAFE","1451 HAIGHT ST ","San Francisco","CA","94117","37.770063","-122.446247","+14155866981"
10470,"REAL FOODS","3060 FILLMORE ST","San Francisco","CA","94123","37.797848","-122.435607",""
1048,"CREPE EXPRESS","1476 HAIGHT ST ","San Francisco","CA","94117","37.770068","-122.446644",""
1050,"RED VICTORIAN","1665 HAIGHT ST ","San Francisco","CA","94117","37.769583","-122.449937","+14155861978"
10524,"GABY & LIZ CATERING","1601 MARIPOSA ST ( @ CAROLINA )","San Francisco","CA","94124","37.763625","-122.399719",""
10540,"SLANTED DOOR RESTAURANT","1 FERRY BUILDING #3","San Francisco","CA","94111","37.795225","-122.39377",""
10572,"EDISON CHARTER ACADEMY","3531 22ND ST ","San Francisco","CA",,"37.755193","-122.425999",""
10578,"LA FIESTA HALL","4551 MISSION STREET","San Francisco","CA","94112","37.725411","-122.434225",""
1060,"BEAN THERE","201 STEINER ST ","San Francisco","CA","94117","37.771123","-122.431953",""
10615,"RULLI RISTO-BAR","2300 CHESTNUT ST.","San Francisco","CA","94123","37.800188","-122.441454",""
1062,"CAFETIN SONIA","2943 16TH ST ","San Francisco","CA","94103","37.765093","-122.418489","+14155437551"
10625,"BOXED FOODS COMPANY","245 KEARNY ST","San Francisco","CA","94108","37.790453","-122.403994",""
1064,"MAVERICK","3316 17TH ST ","San Francisco","CA","94110","37.763454","-122.419914",""
1065,"UNIVERSAL CAFE","2814 19TH ST ","San Francisco","CA","94110","37.760487","-122.410662",""
10657,"FENG SHUI RESTAURANT","2346 LOMBARD ST","San Francisco","CA","94123","37.799348","-122.440154",""
10668,"A16","2355 CHESTNUT ST","San Francisco","CA","94123","37.800043","-122.442097",""
1074,"WOODWARD'S GARDEN","1700 MISSION ST ","San Francisco","CA","94103","37.769855","-122.420195","+14155627122"
1075,"SANDWICH PLACE, THE","2029 MISSION ST ","San Francisco","CA","94110","37.764384","-122.419566","+14155433811"
1077,"JEFF'S SUB SHOP","1101 POTRERO AVE ","San Francisco","CA","94110","37.754324","-122.406373",""
108,"RUE LEPIC","900 PINE ST","San Francisco","CA","94108","37.790868","-122.410854",""
1081,"ARINELL PIZZA","509 VALENCIA ST ","San Francisco","CA","94110","37.764744","-122.421803","+14155251303"
1085,"STARBUCKS COFFEE","333 MARKET ST ","San Francisco","CA","94105","37.792037","-122.397852",""
1087,"KATZ BAGELS","606 MISSION ST ","San Francisco","CA","94105","37.787824","-122.400069",""
10875,"BLUE JAY","919 DIVISADERO ST","San Francisco","CA","94115","37.778194","-122.438474",""
10876,"ERNESTO'S","2301 CLEMENT ST","San Francisco","CA","94121","37.782033","-122.483969",""
10877,"CHINA FIRST INC.","336 CLEMENT ST","San Francisco","CA","94118","37.783038","-122.462982",""
10886,"TASTE OF FORMOSA","2428 CLEMENT ST","San Francisco","CA","94121","37.782018","-122.485421",""
1090,"TRICOLORE CAFFE' AND PIZZERIA","590 WASHINGTON ST ","San Francisco","CA","94111","37.795614","-122.403104",""
1091,"LES CROISSANT","2 CALIFORNIA ST","San Francisco","CA","94111","37.793716","-122.396398",""
1093,"YOUNG'S BBQ","3412 17TH ST ","San Francisco","CA","94110","37.763335","-122.422094",""
10931,"ROYAL GROUND COFFEE","3101 GEARY BLVD ","San Francisco","CA","94118","37.781736","-122.452151",""
10960,"FRESH & NATURAL CAFÉ, LLC 31","2425 GEARY BLVD","San Francisco","CA","94115","37.782683","-122.443697",""
10964,"ANGEL'S HOT DOGS","CORNER OF ALAMEDA AND HENRY ADAMS","San Francisco","CA",,,,
10973,"STANLEY'S  STEAMERS"," NW CORNER BEACH AT HYDE ST ","San Francisco","CA","94109","37.793061","-122.421089",
1098,"CREIGHTON'S CHEESE & FINE FOOD","673 PORTOLA DR ","San Francisco","CA","94127","37.744736","-122.452666","+14155750750"
10981,"FEED YOUR BELLY","MARKET & STEUART ST","San Francisco","CA","94111","37.794502","-122.394787",
10986,"7-ELEVEN STORE 2231-33437T","217 SUTTER ST","San Francisco","CA","94108","37.789721","-122.404268",""
10990,"TAK KEE LEE RESTAURANT","2435 NORIEGA ST","San Francisco","CA","94122","37.753623","-122.489929",""
11018,"HAWAIIAN DRIVE-INN #28","4827 MISSION STREET","San Francisco","CA","94112","37.721131","-122.437475",""
11019,"ALLEGRO ROMANO","1701 JONES ST.","San Francisco","CA","94109","37.796934","-122.415234",""
1102,"HOANG DAT COFFEE SHOP","930 GEARY ST ","San Francisco","CA","94109","37.786068","-122.418644",""
1103,"STARBUCKS COFFEE","4094 18TH ST ","San Francisco","CA","94114","37.760938","-122.434692",""
11034,"RITA'S CATERING TRUCK","100 ALEMANY BLVD.","San Francisco","CA","94112","37.736917","-122.40892",""
11047,"HANARO BAR","939 GEARY ST.","San Francisco","CA","94109","37.785975","-122.418742",""
11079,"CAFÉ BELLO","2885 DIAMOND ST ","San Francisco","CA","94131","37.733771","-122.434038",""
111,"PETITE DELI","752 COLUMBUS AVE ","San Francisco","CA","94133","37.801665","-122.412104",""
1111,"SUBWAY 16604","753 POLK ST ","San Francisco","CA","94109","37.783713","-122.419357","+14155921055"
1116,"STARBUCKS COFFEE","1899 UNION ST ","San Francisco","CA","94123","37.797713","-122.430336","+14155924049"
11195,"SAINT BENOIT YOGURT","1 FERRY BUILDING #50","San Francisco","CA","94111",,,""
1122,"STARBUCKS COFFEE","2132 CHESTNUT ST ","San Francisco","CA","94123","37.800547","-122.438494",""
1124,"SQUAT & GOBBLE CAFE #3","3600 16TH ST ","San Francisco","CA","94114","37.764248","-122.433392",
1125,"PEETS COFFEE & TEA, INC","022 BATTERY ST","San Francisco","CA","94111","37.791554","-122.399565",""
1127,"STARBUCKS COFFEE","555 CALIFORNIA ST ","San Francisco","CA","94104","37.792773","-122.403567",""
11289,"STARBUCKS COFFEE","280 KING STREET","San Francisco","CA","94107","37.776805","-122.393789",""
11296,"E'ANGELO RESTAURANT","2234 CHESTNUT ST","San Francisco","CA","94123","37.800348","-122.440124",""
11304,"HIDIVE","PIER 28 1/2","San Francisco","CA","94105","37.787914","-122.387718",""
1135,"GEARY DRIVE IN","2500 GEARY BLVD ","San Francisco","CA","94115","37.782778","-122.444744",""
11365,"LE PETITT'S KITCHEN","265 GOLDEN GATE AVE","San Francisco","CA","94109","37.78169","-122.414823",""
11379,"ALAMO SQUARE MARKET","535 SCOTT ST","San Francisco","CA","94117","37.774824","-122.436094",""
11384,"THE INDEPENDENT","628 DIVISADERO ST","San Francisco","CA","94117","37.775275","-122.437778",""
1139,"MINI CAFE","28 VAN NESS","San Francisco","CA","94102","37.775867","-122.419356","+14155430177"
114,"GOOD MONG KOK","1039 STOCKTON ST ","San Francisco","CA","94108","37.795594","-122.408204",""
11416,"EL BEACH BURRITO","3914 JUDAH ST","San Francisco","CA",,"37.760851","-122.503998",
1144,"STAR BAGELS","1475 POLK ST ","San Francisco","CA","94109","37.790324","-122.420664",""
1146,"AUX DELICES VIETNAM","2327 POLK ST ","San Francisco","CA","94109","37.798274","-122.422264",""
1147,"UA TWIN STONESTOWN","501 BUCKINGHAM WAY  ","San Francisco","CA","94132","37.730105","-122.478441","+14155680331"
11487,"AT&T - GHIRARDELLI CHOCOLATE CO. (CLUB LEVEL) [147802]","24 WILLIE MAYS PL","San Francisco","CA","94107",,,""
11488,"AT&T - GHIRARDELLI CHOCOLATE CO. (VIEW LEVEL) [147802]","5627 WILLIE MAYS PL ","San Francisco","CA","94107",,,""
11491,"BOULETTE'S LARDER","FERRY BUILDING","San Francisco","CA","94111","37.795184","-122.393819",""
11492,"BURGERMEISTER","759 COLUMBUS AVE","San Francisco","CA","94133","37.801696","-122.412257",""
1151,"POMELO ON CHURCH","1793 CHURCH ST","San Francisco","CA","94131","37.742325","-122.426476",""
1154,"SUNFLOWER RESTAURANT","506 VALENCIA ST ","San Francisco","CA","94103","37.764678","-122.421905","+14155625023"
1156,"BOUDIN PETIT CAFÉ","170 O'FARRELL ST, 1ST FLOOR","San Francisco","CA","94102","37.786548","-122.407313",""
11568,"MIJITA","1 FERRY BUILDING","San Francisco","CA","94111","37.795225","-122.39377",""
1157,"SUTTER CAFÉ","330 SUTTER ST ","San Francisco","CA","94108","37.789625","-122.405894",""
11572,"EAST & WEST GOURMET FOOD","100 ALEMANY BLVD.","San Francisco","CA","94110",,,""
1159,"ZONA ROSA","1797 HAIGHT ST ","San Francisco","CA","94117","37.769363","-122.451667","+14155667717"
11594,"THE GLAS KAT","520 04TH ST ","San Francisco","CA","94107","37.779237","-122.397709",""
116,"THE WATERFRONT RESTAURANT","PIER 7 EMBARCADERO","San Francisco","CA","94111","37.793874","-122.396464",""
11605,"IKKYU","22 PEACE PLAZA  #160","San Francisco","CA","94115","37.78514","-122.429577",""
11607,"CAFE MURANO","1777 STEINER ST","San Francisco","CA","94115","37.785656","-122.434924",
11613,"WING LEE BBQ RESTAURANT","501 CLEMENT ST","San Francisco","CA","94118","37.782914","-122.464569",""
11633,"GIORDANO BROS","303 COLUMBUS AVE","San Francisco","CA","94133","37.798176","-122.407146",""
11687,"MARTHA & BROTHERS","50 01ST ST ","San Francisco","CA","94105","37.712073","-122.454869",""
1170,"PAKWAN","501 O'FARRELL ST ","San Francisco","CA","94102","37.785753","-122.413158",
1172,"BALBOA SUSHI HOUSE","0402 BALBOA ST ","San Francisco","CA","94118","37.777315","-122.463004",""
11835,"BARRETTE CAFETERIA","3250 19TH AVE ","San Francisco","CA",,"37.729631","-122.47459",""
1186,"TULLY'S  COFFEE","2455 FILLMORE ST ","San Francisco","CA","94115","37.792071","-122.434535",""
11860,"COLIBRI MEXICAN BISTRO","438 GEARY ST","San Francisco","CA","94102","37.787098","-122.410594",""
1188,"OKINA SUSHI","776 ARGUELLO BLVD ","San Francisco","CA","94118","37.775723","-122.458445",""
11896,"CP - BEER CARTS"," CANDLESTICK PK UL, SEC. 58-60","San Francisco","CA","94124","37.712613","-122.387477",
1190,"MUGUBOKA","0401 BALBOA ST ","San Francisco","CA","94118","37.777206","-122.462975",""
1191,"TEKKA JAPANESE RESTAURANT","0537 BALBOA ST ","San Francisco","CA","94118","37.77714","-122.464412",""
1193,"PEET'S COFFEES & TEAS","3419 CALIFORNIA ST ","San Francisco","CA","94118","37.786754","-122.450476",""
1194,"SWEET THINGS","3585 CALIFORNIA ST ","San Francisco","CA","94118","37.786453","-122.452807",""
11965,"ACTION VENDING","VARIOUS  LOCATIONS","San Francisco","CA",,,,"+14150367994"
11967,"CANTEEN VENDING COMPANY","VARIOUS LOCATIONS","San Francisco","CA",,,,"+14150484870"
11972,"FREECO VENDING","VARIOUS LOCATIONS","San Francisco","CA",,,,"+14158388363"
11974,"WEST COAST VENDING & FOOD SERVICE","VARIOUS LOCATIONS","San Francisco","CA",,,,"+14150265954"
1199,"PANCHO'S","3440 GEARY BLVD ","San Francisco","CA","94118","37.781507","-122.456176",""
12,"KIKKA","250 EMBARCADERO  7/F","San Francisco","CA","94105","37.788613","-122.393894",""
12001,"CAHEE'S CATERING","4801 03RD ST ","San Francisco","CA",,"37.734734","-122.390599",
12029,"BVHP MULTIPURPOSE SENIOR CTR.","1706 YOSEMITE AVE.","San Francisco","CA","94124","37.728015","-122.393657","+14155821444"
1203,"TAWAN'S THAI FOOD","4403 GEARY BLVD ","San Francisco","CA","94118","37.780834","-122.46659",""
1204,"ROYAL GROUND COFFEE","5301 GEARY BLVD ","San Francisco","CA","94121","37.780394","-122.47641",""
1205,"MINAKO JAPANESE RESTAURANT","2154 MISSION ST ","San Francisco","CA","94110","37.762536","-122.419475","+14155861888"
12051,"SQUAT & GOBBLE CAFÉ #2","1428 HAIGHT ST","San Francisco","CA","94117","37.770158","-122.445934",
1207,"TAQUERIA LA PAZ","305 TURK ST ","San Francisco","CA","94102","37.782732","-122.414139","+14155677550"
1208,"SBC PIZZA DELI","737 03RD ST ","San Francisco","CA","94107","37.778553","-122.392331",""
12083,"OOLA RESTAURANT & BAR","860A FOLSOM STREET","San Francisco","CA","94103","37.78093","-122.402669",""
121,"AKIKOS SUSHI","431 BUSH ST ","San Francisco","CA","94108","37.790643","-122.404676",""
1212,"HAPPY DONUTS","2600 BAYSHORE BLVD ","San Francisco","CA","94134","37.708783","-122.405312","+14155465309"
1216,"ZAOH RESTAURANT","1555 MISSION ST ","San Francisco","CA","94103","37.773467","-122.418093","+14155433930"
12168,"INDIA CLAY OVEN RESTAURANT & BAR","2436 CLEMENT ST","San Francisco","CA","94121","37.782018","-122.485551",""
1219,"PAZZO","2 HENRY ADAMS ST ","San Francisco","CA","94103","37.769287","-122.403974",""
12199,"EL GALLO GIRO","3055 23RD ST ","San Francisco","CA",,"37.754218","-122.413285","+14155572661"
12204,"ANGEL'S OCAMPO TAMALES & ATOLE","1468 HAMPSHIRE STREET (ACROSS FROM)","San Francisco","CA",,"37.749255","-122.406869",
12240,"MORENO'S HOTDOGS","INDIANA & CESAR CHAVEZ","San Francisco","CA","94124","37.750152","-122.390447",
12285,"ARAMARK COFFEE KIOSK","3555 CESAR CHAVEZ  ","San Francisco","CA",,"37.748118","-122.420474",""
12306,"CREIGHTON'S CAFÉ & BAKERY","5214D DIAMOND HEIGHTS","San Francisco","CA","94131","37.744449","-122.439384",""
1231,"YAMO RESTAURANT","3406 18TH ST ","San Francisco","CA","94110","37.761882","-122.419599",""
1232,"SUNFLOWER CAFE","284 O'FARRELL ST ","San Francisco","CA","94102","37.786316","-122.409371",
12344,"THE VILLAGE MARKET & PIZZA","750 FONT BLVD","San Francisco","CA",,"37.723462","-122.483012","+14155374525"
1235,"CURRAN THEATRE","445 GEARY ST ","San Francisco","CA","94102","37.787019","-122.410593",""
1237,"ALEX GOURMET BURRITO","545 SANSOME ST #207B","San Francisco","CA","94111","37.795521","-122.401623",""
1241,"BANWICH","1105 TARAVAL ST ","San Francisco","CA","94116","37.742895","-122.477898",""
1243,"JAVA SUPREME","0703 GUERRERO ST","San Francisco","CA","94110","37.759934","-122.423553","+14155201832"
1244,"THANH THANH","2205 CLEMENT ST ","San Francisco","CA","94121","37.782053","-122.482799",""
12489,"KATZ BAGELS","663 HAIGHT","San Francisco","CA",,"37.771682","-122.433123","+14155625183"
1249,"KABABAYAN FAST FOOD","2706 MISSION ST","San Francisco","CA","94110","37.753691","-122.418657","+14155929635"
125,"CENTERFOLDS","391 BROADWAY ST ","San Francisco","CA","94133","37.798233","-122.403637",""
1259,"KD'S GROG & GROCERY","2416 MARKET ST ","San Francisco","CA","94114","37.762602","-122.435384","+14155863736"
126,"BROADWAY DIM SUM","684 BROADWAY ST ","San Francisco","CA","94133","37.797708","-122.408413",""
1261,"REVERIE COFFEE CAFE","848 COLE ST ","San Francisco","CA","94117","37.766097","-122.449997","+14155240200"
1262,"NORTH BEACH PIZZA","800 STANYAN ST ","San Francisco","CA","94117","37.767286","-122.453075","+14155752300"
1263,"LAVA JAVA","852 STANYAN ST ","San Francisco","CA","94117","37.766812","-122.452974","+14155757375"
1265,"STARBUCKS COFFEE","744 IRVING ST ","San Francisco","CA","94122","37.764088","-122.465981","+14155850888"
12659,"DEL TACO","711 MARKET STREET #B","San Francisco","CA","94105","37.787287","-122.403882",""
1266,"JAMBA JUICE","1300 9TH AVE ","San Francisco","CA","94122","37.763989","-122.466246",""
1267,"360 GOURMET BURRITOS","1 MARKET ST ","San Francisco","CA","94105","37.794347","-122.394932",""
1269,"STARBUCKS COFFEE","201 SPEAR ST ","San Francisco","CA","94105","37.790944","-122.392051",""
1273,"JAY'S CHEESESTEAK #2","553 DIVISADERO ST ","San Francisco","CA","94117","37.774734","-122.437775",""
1274,"MORNING DUE","3698 17TH ST ","San Francisco","CA","94104","37.762939","-122.428473","+14155627156"
1276,"IRVING STREET CAFE","716 IRVING ST ","San Francisco","CA","94122","37.764108","-122.465531","+14155661366"
12768,"VASQUEZ COFFEE CO","50 MENDELL STREET #1","San Francisco","CA","94124","37.743419","-122.383536",""
12788,"LA TERRA","511 HARRISON STREET","San Francisco","CA","94105","37.785856","-122.393158",""
12794,"RANCHO GORDO","1 FERRY BUILDING #50","San Francisco","CA","94111",,,""
1280,"AMASIA HIDE'S SUSHI BAR","149 NOE ST ","San Francisco","CA","94114","37.766774","-122.433306",
1281,"TRULY MEDITERRANEAN","3109 16TH ST ","San Francisco","CA","94103",,,"+14155257482"
1282,"MAXFIELDS","398 DOLORES ST ","San Francisco","CA","94110","37.763168","-122.426345","+14155256859"
1287,"CHILANGO","235 CHURCH ST ","San Francisco","CA","94114","37.76695","-122.428819","+14155257330"
1289,"ORPHAN ANDY'S","3991 A 17TH ST ","San Francisco","CA","94114","37.758132","-122.435614",""
1292,"CASTRO THEATRE","0429 CASTRO ST","San Francisco","CA","94114","37.761952","-122.435029","+14155625288"
1294,"ANCHOR OYSTER BAR","0579 CASTRO ST","San Francisco","CA","94114","37.759613","-122.434817","+14155433990"
1296,"TAQUERIA EL BUEN SABOR","699 VALENCIA ST ","San Francisco","CA","94112","37.761743","-122.421492","+14155588745"
1298,"FAYE'S VIDEO & ESPRESSO","3614 18TH ST ","San Francisco","CA","94110","37.761578","-122.424272",""
130,"CAFFE MACARONI","59 COLUMBUS AVE ","San Francisco","CA","94111","37.796208","-122.404308",""
1300,"WE BE SUSHI","1071 VALENCIA ST ","San Francisco","CA","94110","37.755824","-122.420986","+14155820607"
1304,"RAIN TREE CAFE","654 IRVING ST ","San Francisco","CA","94122","37.764128","-122.464961",
13041,"COI","373 BROADWAY ST ","San Francisco","CA","94133","37.798229","-122.40349",""
13062,"EVERETT MIDDLE SCHOOL","450 CHURCH ST.","San Francisco","CA",,"37.763794","-122.428617",
1317,"TIKKA MASALA","98 JUDAH ST ","San Francisco","CA","94122","37.762378","-122.462692",""
1318,"GORDO TAQUERIA #6","5450 GEARY BLVD ","San Francisco","CA","94121","37.780517","-122.477804",""
132,"SILVER STAR CAFE AND DELI","316 PACIFIC AVE ","San Francisco","CA","94111","37.797668","-122.401125",""
13218,"LESLIE A. HENNESSY, INC.","545 02ND ST ","San Francisco","CA","94107","37.782504","-122.392843",""
1322,"LA MEDITERRANEE I, INC.","2210 FILLMORE ST ","San Francisco","CA","94115","37.789961","-122.433962",""
13226,"CALIFORNIA WINE MERCHANT","2113 CHESTNUT ST","San Francisco","CA","94123","37.800534","-122.438217",""
1323,"THE BLACK HORSE LONDON DELI","1514 UNION ST ","San Francisco","CA","94123","37.798528","-122.424394",""
1326,"CAFE BONA VITA","1635 DIVISADERO ST ","San Francisco","CA","94115","37.784674","-122.439774",""
1327,"SEA BISCUIT CAFE","3815 NORIEGA ST ","San Francisco","CA","94122","37.752963","-122.50458",""
13274,"T-28 BAKERY CAFÉ","1753-57 TARAVAL ST.","San Francisco","CA","94116","37.742596","-122.484831",""
13313,"MV SOLANO","PIER 41","San Francisco","CA","94133","37.808494","-122.412",""
1332,"CHLOE'S","1399 CHURCH ST","San Francisco","CA","94114","37.748594","-122.427116","+14155644116"
1337,"SAN MIGUEL RESTAURANT #2","3263 MISSION ST ","San Francisco","CA","94110","37.744726","-122.420395",
13374,"ROOFTOP MIDDLE SCHOOL","500 CORBETT ST.","San Francisco","CA","94114","37.757398","-122.4442","+14155526757"
13376,"J.B.B.P  WEST","3045 SANTIAGO","San Francisco","CA","94116","37.7438","-122.499863",
1339,"HIGHER GROUNDS","691 CHENERY ST ","San Francisco","CA","94131","37.734483","-122.43368","+14155582933"
134,"MINT","400 MCALLISTER ST","San Francisco","CA","94102","37.780247","-122.418974",""
1341,"SPIKE'S COFFEES & TEAS","4117 19TH ST ","San Francisco","CA","94114","37.759253","-122.43503","+14155625573"
13426,"TRADER JOE'S","401 BAY ST","San Francisco","CA","94133","37.80557","-122.413626",
13427,"EXTREME PIZZA","3911 ALEMANY BL.","San Francisco","CA","94132","37.711185","-122.46779","+14150999800"
13428,"SAFEWAY #2606","298 KING STREET","San Francisco","CA","94107","37.776491","-122.394175",""
1343,"HOTEI JAPANESE RESTAURANT","1290 09TH AVE ","San Francisco","CA","94122","37.758941","-122.48591",
1344,"BEANERY","1307 09TH AVE ","San Francisco","CA","94122","37.758941","-122.48591",""
1345,"CORDON BLEU","1574 CALIFORNIA ST ","San Francisco","CA","94109","37.790683","-122.420264",""
1347,"CREPES ON COLE","100 CARL ST ","San Francisco","CA","94117","37.765778","-122.450184","+14155661800"
1348,"THE GROVE","2250 CHESTNUT ST ","San Francisco","CA","94123","37.800297","-122.440554",""
1350,"KING OF THAI NOODLE HOUSE","639 CLEMENT ST ","San Francisco","CA","94118","37.782833","-122.46615",""
1351,"EXIT THEATRE","156 EDDY ST ","San Francisco","CA","94102","37.784288","-122.410224",""
1352,"LA TORTILLA","0495B CASTRO ST","San Francisco","CA","94114","37.760954","-122.434935","+14155863990"
13526,"CP - GRILL CART #1, (L PAD)","CANDLESTICK PARK, L19-21","San Francisco","CA","94124","37.712613","-122.387477",""
13527,"CP - GOAL LINE GRILL","CANDLESTICK PARK, L43-45","San Francisco","CA","94124","37.712613","-122.387477",""
13528,"CP - GRILL CART #3, (PC 37)","CANDLESTICK PARK, UL 37-39","San Francisco","CA","94124","37.712613","-122.387477",""
13529,"CP - GRILL CART #4, (PC 42)","CANDLESTICK PARK, UL 42-44","San Francisco","CA","94124","37.712613","-122.387477",""
13530,"CP - GRILL CART #5, (PC 55)","CANDLESTICK PARK, UL 53-55","San Francisco","CA","94124","37.712613","-122.387477",""
1354,"SUSHI TIME","2275 MARKET ST ","San Francisco","CA","94114","37.764697","-122.432322","+14155552280"
13564,"QUICK N EASY INDIAN FOODS","2241 GEARY BLVD","San Francisco","CA","94115",,,""
1358,"MING'S FONG LAM RESTAURANT","2878 24TH ST ","San Francisco","CA","94110","37.752798","-122.409843",""
1359,"STARBUCKS COFFEE","1750 DIVISADERO ST ","San Francisco","CA","94115","37.785907","-122.439957",""
1362,"RESTAURANTE FAMILIAR","4499 MISSION ST ","San Francisco","CA","94112","37.726402","-122.433476","+14155336100"
